note,auteur,assureur,produit,type,date_publication,date_exp,longueur_avis,avis_corrected,avis_en_clean,avis_clean_nlp_en
,jlm-96544,Ag2r La Mondiale,prevoyance,test,21/08/2020,01/08/2020,646,j'ai noté 1 parce que le 0 n'est pas possible je suis directeur d'une structure d'aide à domicile et de ce fait nous cotisons pour la prévoyance et la mutuelle d'entreprise à ag2r la mondiale désignés par la convention collective comme unique organisme collecteur nous sommes au quotidien à déplorer les manquements les retards et la mauvaise foi de cet organisme bien meilleur pour obtenir les marchés que pour les honorer la conjoncture actuelle leur offre simplement une justification à leurs dysfonctionnements qui existaient bien avant la crise et persisteront bien après j'envisage une action en recours collectif contre eux,I marked 1 because 0 is not possible I am the director of a home help structure and as a result we contribute for welfare and company mutual insurance to ag2r the world designated by the collective agreement as the sole collecting body we are on a daily basis deploring the shortcomings the delays and the bad faith of this organization much better at obtaining contracts than at honoring them the current situation simply offers them a justification for their dysfunctions which existed well before the crisis and will persist long after I am considering a class action action against them,marked possible director home help structure result contribute welfare company mutual ag2r world designated collective agreement sole collecting body daily basis deploring shortcomings delays bad faith organization much better obtaining contracts honoring current situation simply offers justification dysfunctions existed well crisis persist long considering class action action
,pourvotrebienevitezag2r-96138,Ag2r La Mondiale,prevoyance,test,10/08/2020,01/08/2020,301,mutuelle nulle délais de traitement pour complément de salaire très long plus de 3 mois et toujours rien j'appelle plusieurs fois par semaine et a chaque appel une explication différente si j'avais une télécommande magique pour faire disparaître ag2r j'appuierai dessus sans hésiter une seconde,mutual insurance zero processing times for very long salary supplement more than 3 months and still nothing I call several times a week and each call a different explanation if I had a magic remote control to make ag2r disappear I would press it without hesitation for a second,mutual zero processing times long salary supplement nothing call several times week call different explanation magic remote control make ag2r disappear would press hesitation second
,malassure-92766,Ag2r La Mondiale,prevoyance,test,01/07/2020,01/07/2020,2042,ag2r refuse de verser les indemnités complémentaires pour mise en quarantaine ou garde d'enfant pendant le confirment pire elle essaie de transformer les arrêts maladie en mise en quarantaine pour ne pas payer artisan j'ai souscrit un contrat prévoyance avec air pour les salariés au début du confirment un salarié a été en arrêt maladie pendant 15 jours son médecin a indiqué sur l'arrêt initial coin 19 mi avril les documents étaient envoyés à ag2r pour le paiement des indemnités complémentaires plus de 2 mois après aucune nouvelle ni remboursement ni courrier explicatif fin juin ag2r m'envoie une attestation sur l'honneur à remplir par l'employeur pour préciser la nature de l'arrêt maladie le secret médical selon ag2r j'ai coché sans faire attention une des 4 cases qui disait placé en isolement en lien avec l'épidémie la réponse est venue cette fois-ci sans tarder votre salarié est ou a été en arrêt de travail pour garde d'enfant de moins de 16 ans ou placé en confirment pour proche malade ou proche vulnérable ces arrêts ne peuvent être assimilés à un arrêt de travail pour maladie ou accident et donc ne font pas intervenir les garanties de votre contrat prévoyance autrement dit alors que la sec rembourse et sans délai de carence les arrêts de travail pour mise en quarantaine ou garde d'enfants ag2r a décidé de botter en touche et de se défiler dans le cas présent il s'agit d'un simple arrêt de travail pour suspicion covid19 mais ag2r a trouvé le moyen d'en faire une mise en quarantaine sur la forme faire poireauter ses assurés plusieurs mois sans donner de nouvelles puis envoyer un nouveau document inédit à remplir sans autre forme d'explication c'est détestable sur le fond essayer de contourner les indications du médecin sur l'arrêt maladie en demandant à l'employeur des explications sur la nature de l'arrêt c'est méprisable si certains sont intéressés par les suites de cette affaire je vous en tiendrai informé bien cordialement,"ag2r refuses to pay additional compensation for quarantine or childcare during the confirm worse she tries to transform sick leave into quarantine so as not to pay craftsman I took out a welfare contract with air for employees at the start of the confirm an employee was on sick leave for 15 days his doctor indicated on the initial stop corner 19 mid April the documents were sent to ag2r for the payment of additional compensation more than 2 months after no news neither reimbursement nor explanatory letter at the end of June ag2r sends me a sworn certificate to be completed by the employer to specify the nature of the sick leave medical confidentiality according to ag2r I checked without paying attention one of the 4 boxes which said placed in isolation in connection with the epidemic the response came this time without delay your employee is or has been on sick leave for care of a child under 16 years old or placed in confirm for sick relative or vulnerable relative these stoppages cannot be assimilated to work stoppage for illness or accident and therefore do not involve the guarantees of your welfare contract, in other words while the sec reimburses and without waiting period work stoppages for quarantine or childcare ag2r has decided to kick in and run away in the present case it is a simple work stoppage for suspected covid19 but ag2r has found the way to make it quarantine on the form make your policyholders wait for several months without giving any news then send a new new document to fill out without any other form of explanation it is basically detestable trying to circumvent the doctor's instructions on sick leave by asking the employer for explanations on the nature of the leave it is contemptible if some are interested in the outcome of this affair I will keep you informed very cordially",ag2r refuses pay additional compensation quarantine childcare confirm worse tries transform sick leave quarantine pay craftsman took welfare air employees start confirm employee sick leave days doctor indicated initial stop corner mid april documents sent ag2r payment additional compensation news neither reimbursement explanatory letter end june ag2r sends sworn certificate completed employer specify nature sick leave medical confidentiality according ag2r checked paying attention one boxes said placed isolation connection epidemic response came delay employee sick leave care child old placed confirm sick relative vulnerable relative stoppages cannot assimilated work stoppage illness accident therefore involve guarantees welfare words sec reimburses waiting period work stoppages quarantine childcare ag2r decided kick run away present case simple work stoppage suspected covid19 ag2r found way make quarantine form make policyholders wait several giving news send new new document fill form explanation basically detestable trying circumvent doctor's instructions sick leave asking employer explanations nature leave contemptible interested outcome affair keep informed cordially
,elisabeth-92394,Ag2r La Mondiale,prevoyance,test,26/06/2020,01/06/2020,1208,je suis très bonne cliente à l'ag2r avec une cotisation à la prevoyance assez importante j'ai toujours payé les cotisations mon histoire en bref mis en arrêt maladie par mon médecin pour personne à risque le mars on me téléphone le 7 mai pour me dire que je n'aurai droit à rien entre temps aucune nouvelle de mon assureur et des demandes d'envoi par mais de papier en double ou en triple exemplaire pour faire durer le plaisir je les ai appelé cette semaine pour demander une aide exceptionnelle dans le cadre du coin l'intelocutrice me répond que le responsable régional doit me rappeler car cela se fait sur demande j'ai refusé d'avoir l'appel de ma pseudo-conseillère qui s'est moquée de moi depuis des semaines depuis j'attends toujours ils n'ont même pas la correction de tenir leur paroles aucune décence au regard des cotisations que je leur donne tous les mois le problème n'est pas de ne pas être indemniser le problème c'est leur comportement plus que dédaigneux je suis donc en colère contre cette assurance qui en fait n'a d'assurance que le nom fuyez ils n'assurent que leur porte-monnaie pas le vôtre et en supplément ils se moquent de vous,I am a very good customer of the ag2r with a fairly significant pension contribution I have always paid the contributions my story in brief put on sick leave by my doctor for people at risk on March I was telephoned on May 7 to tell me that I will not be entitled to anything in the meantime no news from my insurer and requests to send paper in duplicate or triplicate to make the pleasure last I called them this week to ask for exceptional help in the context of the interlocutor's corner answers me that the regional manager must call me back because this is done on request I refused to have the call from my pseudo-advisor who has been making fun of me for weeks since then I am still waiting they do not even have the correction to keep their words no decency with regard to the contributions that I give them every month the problem is not not being compensated the problem is their more than disdainful behavior I am therefore angry with this insurance which in fact has no insurance that the name flee they only insure their wallet not yours and in addition they make fun of you,good ag2r fairly significant pension contribution always paid contributions story brief put sick leave doctor people risk march telephoned may tell entitled anything meantime news insurer requests send paper duplicate triplicate make pleasure last called week ask exceptional help context interlocutor's corner answers regional manager must call back done request refused call pseudo-advisor making fun weeks waiting correction keep words decency regard contributions give every month problem compensated problem disdainful behavior therefore angry fact name flee insure wallet addition make fun
,edrnza-92026,Ag2r La Mondiale,prevoyance,test,24/06/2020,01/06/2020,620,mon conjoint a fait parvenir les documents demandés suite à la disparition de son papa afin de pouvoir percevoir le versement du capital mis en place cela va faire un an et ag2r la mondiale essaye par tous les moyens de retarder le paiement nous avons fait des relances par mais par téléphone tantôt le dossier est en cours de traitement tantôt il leur manque des documents tantôt ils n'ont pas reçu nos demandes ce procédé est honteux comme si la souffrance ressentie par mon compagnon ne suffisait pas il doit également gérer le manque d'intégrité professionnelle de cette assureur et son peu de compétences,my partner sent the requested documents following the disappearance of his father in order to be able to receive the payment of the capital set up it will be a year ago and ag2r the world is trying by all means to delay the payment we have made reminders by but by telephone sometimes the file is being processed sometimes they are missing documents sometimes they have not received our requests this process is shameful as if the suffering felt by my partner was not enough he must also manage the lack of professional integrity of this insurer and his few skills,partner sent requested documents following disappearance father order able receive payment capital set year ago ag2r world trying means delay payment made reminders telephone sometimes file processed sometimes missing documents sometimes received requests process shameful suffering felt partner enough must also manage lack professional integrity insurer skills
,med6-89321,Ag2r La Mondiale,prevoyance,test,24/05/2020,01/05/2020,783,je suis en arrêt de travail hors mission intérimaire portabilité conventionnelle depuis le 15 03 2020 et je n'ai toujours pas eu mes indemnités complémentaires j'ai envoyé mon dossier avec tous les pièces justificatives riz dernier contrat de mission via votre site web et le mais disponible sur intérimaires prévoyance je vous ai appelé plusieurs fois et toujours des délais d'attentes qui ne sont jamais les mêmes et lorsque je demande des information soit on ne sait pas et on me dit c'est le service gestion ou alors les personnes au téléphone sont arrogantes ou encore on me raccroche au nez en me disant que mon dossier n'est pas urgent je ne sais plus quoi faire je suis à la limite de craquer j'ai ce de problèmes financier en plus d'être malade cet,"I have been on sick leave outside of the temporary mission conventional portability since 03 15, 2020 and I still have not received my additional compensation I sent my file with all the supporting documents rice last mission contract via your website and the but available on temporary workers contingency I have called you several times and always waiting times which are never the same and when I ask for information either they don't know and they tell me it's the management department or the people on the phone are arrogant or they hang up on me telling me that my file is not urgent I don't know what to do anymore I'm on the verge of breaking down I have these financial problems in addition to being sick this",sick leave outside temporary mission conventional portability 2020 received additional compensation sent file supporting documents rice last mission via website available temporary workers contingency called several times always waiting times never ask information either know tell management department people phone arrogant hang telling file urgent know anymore verge breaking financial problems addition sick
,lekerss-89357,Ag2r La Mondiale,prevoyance,test,04/05/2020,01/05/2020,467,bonjour à tous je suis d'accord avec vous sur la mauvaise qualité des services de cet assureur je n'ai toujours pas de rente alors que je suis en invalidité cet 2 depuis novembre 2019 suite aux conseils d'un juriste je lance une mise en demeure demain pour ma part j'espère que cela suffira et que je n'aurai pas à engager des procédures plus lourdes je vous ferai part de la suite des événements si j'avais pus j'aurai mis zéro étoile au niveau de mon avis,hello everyone I agree with you on the poor quality of the services of this insurer I still do not have a pension even though I have been on disability this 2nd since November 2019 following the advice of a lawyer I am issuing a formal notice tomorrow for my part I hope that this will be enough and that I will not have to initiate more cumbersome procedures I will inform you of the sequence of events if I had been able I would have given zero stars to my opinion,hello everyone agree poor quality services insurer pension though disability 2nd november 2019 following advice lawyer issuing formal notice tomorrow part hope enough initiate cumbersome procedures inform sequence events able would given zero stars opinion
,kriss-89212,Ag2r La Mondiale,prevoyance,test,28/04/2020,01/04/2020,57,à éviter à tout prix délais de gestion de 4 mois minimum,to avoid at all costs management delays of 4 months minimum,avoid costs management delays minimum
,mame-88913,Ag2r La Mondiale,prevoyance,test,16/04/2020,01/04/2020,467,j'ai demandé le rachat total de mon épargne vie depuis mars et malgré mes relances je n'ai toujours rien reçu dans le même temps j'ai fait la même demande auprès de generali en 5 jours l'argent était sur mon compte generali était pourtant dans les mêmes conditions de travail qu' ag 2r à savoir le télétravail ces derniers ont même eu l'outrecuidance de me demander si je ne pouvais pas faire autrement voir demande de crédit plutôt que de déplacer mon argent,I requested the total redemption of my life savings since March and despite my reminders I still received nothing at the same time I made the same request to Generali in 5 days the money was in my account Generali was however in the same working conditions as ag 2r namely teleworking they even had the audacity to ask me if I could not do otherwise see request for credit rather than moving my money,requested total redemption life savings march despite reminders received nothing made request generali days money account generali however working conditions namely teleworking audacity ask could otherwise see request credit rather moving money
,valerie-87309,Ag2r La Mondiale,prevoyance,test,18/02/2020,01/02/2020,379,depuis que mon employeur a souscrit la prévoyance chez gars c est une catastrophe pour recevoir ses indemnités de prévoyance cela fait depuis le 20 11 2019 que je n ai pas été réglée malgré les nombreuses relances de la société qui m emploie cela depuis avril 2019 ou il faut sans arrêt réclamer de plus pour vous joindre il faut être patient j ai raccroché au bout de 16 min,since my employer took out pension insurance with guys it is a disaster to receive his pension benefits it has been since 20 11 2019 that I have not been paid despite the numerous reminders from the company which employs me since April 2019 or you have to constantly ask for more to contact you you have to be patient I hung up after 16 minutes,employer took pension guys disaster receive pension benefits 2019 paid despite numerous reminders company employs april 2019 constantly ask contact patient hung minutes
,smt75-64040,Ag2r La Mondiale,prevoyance,test,04/02/2020,01/02/2020,343,nous sommes le 4 février et la pension d'invalidité de janvier n'a toujours pas été versée plusieurs fois par an ag2r verse les pensions avec retard sans s'excuser ni se soucier du fait que les assurés ont des échéances qui tombent à dates fixes ca traduit un total manque de respect vis-à-vis de ces assurés qui pourtant les font vivre,It is February 4 and the January disability pension has still not been paid several times a year.,february january disability pension paid several times year
,nad-85959,Ag2r La Mondiale,prevoyance,test,15/01/2020,01/01/2020,286,aucun problème pour vendre des contrats mais aucun suivi lors des appels téléphoniques ils répondent ce que on veut entendre mais aucune action derrière impossible d voir des codes valables pour créer son espace et pouvoir se débrouiller seul puisque le service client est incompétent,no problem selling contracts but no follow-up during phone calls they answer what we want to hear but no action behind it impossible to see valid codes to create your space and be able to fend for yourself since the customer service is incompetent,problem selling contracts follow-up phone calls answer want hear action behind impossible see valid codes create space able fend incompetent
,didier-81660,Ag2r La Mondiale,prevoyance,test,05/12/2019,01/12/2019,415,comportement de la mondiale inadmissible blocages des indemnités injustifiés mauvaise foi des interlocuteurs propos contradictoires à répétition choix d'expert médical inacceptable je pensais être accompagné dans un moment difficile de ma vie c'est d'ailleurs ce qu'ils m'ont vendu au départ et c'est l'inverse c'est le parcours du combattant il m'impose de me mettre en mode de combat avec eux,unacceptable behavior of the world unjustified blockages of compensation bad faith of the interlocutors repeated contradictory remarks unacceptable choice of medical expert I thought I would be supported in a difficult moment of my life that's what they sold me at the start and it's the opposite it's the obstacle course it forces me to put myself in combat mode with them,unacceptable behavior world unjustified blockages compensation bad faith interlocutors repeated contradictory remarks unacceptable choice medical expert thought would supported difficult moment life that's sold start opposite obstacle course forces put combat mode
,animals-81595,Ag2r La Mondiale,prevoyance,test,04/12/2019,01/12/2019,726,on ne peut pas trouver pire sur ag2r j'apprends ce matin au phone que ma rente invalidité ne me sera plus versée en raison de mes 65 ans hors j'y ai droite jusqu'en 2021 du fait de mon activité jusqu'à cette date qui sera la retraite d'ailleurs la vécu m'a bien adressé encore ce mois ci une attestation de paiement de ma rente vécu donc agi r devrait de toute façon procéder au paiement tout pendant que je reçois la rente sécurité sociale un bras de fer s'engage aujourd'hui contre eux déjà au remboursement de la cg perçue injustement il a fallu que je fasse intervenir une aide extérieurs je vais donc procéder encore comme ça quelle drôle d'organisme rempli de personnes qui ne mettent pas en application les lois,we cannot find worse on ag2r I learned this morning on the phone that my disability pension will no longer be paid to me because of my 65 years except I am entitled to it until 2021 due to my activity until this date which will be retirement moreover the experience sent me again this month a certificate of payment of my pension so act r should in any case proceed to the payment while I receive the social security pension a standoff is committed today against them already to the reimbursement of the Cg unfairly collected I had to bring in external help so I am going to proceed like that again what a funny organization full of people who do not implement the laws,cannot find worse ag2r learned morning phone disability pension longer paid except entitled 2021 due activity date retirement moreover experience sent month certificate payment pension act case proceed payment receive social security pension standoff committed today already reimbursement unfairly collected bring external help going proceed like funny organization full people implement laws
,melie-75139,Ag2r La Mondiale,prevoyance,test,04/12/2019,01/12/2019,461,je touche une rente invalidité en invalidité me catégorie de 496 euros j attend le payement de ma rente avec impatience malheureusement toujours en fin de mois la j ai regarder le calendrier sa va être viré le 23 décembre mais comment dan sur le compte le 28 décembre sa veux dire pas de noël en famille pour moi ses super vous auriez pour faire un effort pour les personne qui sont comme moi pour nous payer avant cordialement relie,I receive a disability pension in my disability category of 496 euros I am impatiently awaiting the payment of my pension unfortunately still at the end of the month I looked at the calendar it will be transferred on December 23 but how dan on the account on December 28 that means no family Christmas for me its great you would have to make an effort for people who are like me to pay us before cordially connect,receive disability pension disability category 496 euros impatiently awaiting payment pension unfortunately end month looked calendar transferred december dan account december means family christmas great would make effort people like pay cordially connect
,opinion71-80371,Ag2r La Mondiale,prevoyance,test,24/10/2019,01/10/2019,211,si vous êtes intérimaire et vous cherchez quelque chose de sérieux je vous conseil d'éviter les agences travaillant avec ag2r la mondial il ne vous prendrons jamais en charge mais évidement vous cotisez,if you are a temporary worker and you are looking for something serious I advise you to avoid the agencies working with ag2r la Mondiale they will never take care of you but obviously you contribute,temporary worker looking something serious advise avoid agencies working ag2r mondiale never take care obviously contribute
,dovi75-80308,Ag2r La Mondiale,prevoyance,test,22/10/2019,01/10/2019,120,ma mère est décédée le 26 août malgré l'envoi du dossier concernant les garanties obsèques ag2r fait la sourde oreille,my mother died on August 26 despite sending the file concerning funeral guarantees ag2r turns a deaf ear,mother died august despite sending file concerning funeral guarantees ag2r turns deaf ear
,runter-79969,Ag2r La Mondiale,prevoyance,test,12/10/2019,01/10/2019,1320,très déçu en arrêt de travail hors mission et en portabilité légale le traitement de mon dossier est une véritable catastrophe en effet lors de sa constitution on me dit qu'il manque un document puis que mon dossier est bien complet puis de nouveau qu'il manque un document et ainsi de suite bref je constate que je ne suis pas le seul à subir ce genre de désagréments mais ce qui me mets en colère c'est que mon dossier a été rejeté pour ancienneté insuffisante et je lis qu'un seul jour a été pris en compte tiens donc c'est une grosse erreur de leur part car j'ai 18 mois de mission chez mon dernier employeur et qu'ils ont toutes les informations dans les documents envoyés notamment l'attestation pôle emploi de mon dernier employeur qui détaille entre autre tout mes contrats journaliers et le nombre d'heures effectuées durant les 12 derniers mois donc l'erreur de prendre en compte uniquement la date du dernier jour de travail et non les 12 mois a fait rejeter mon dossier j'ai demander par tel des explications et là de nouveau il manque un document alors stop car là on frôle l'incompétence dans toute sa splendeur mais comment outil pu traiter mon dossier alors devant de tels comportements je me vois dans l'obligation de saisir l'acpr et plus par la suite a bon entendeurs,very disappointed in off-mission work stoppage and in legal portability the processing of my file is a real disaster in fact when it is compiled I am told that a document is missing then that my file is complete then again that a document is missing and so on in short I see that I am not the only one to suffer this kind of inconvenience but what makes me angry is that my file was rejected for insufficient age and I read that only one day was taken into account so it's a big one error on their part because I have 18 months of mission with my last employer and they have all the information in the documents sent in particular the employment center certificate from my last employer which details among other things all my daily contracts and the number of hours worked during the last 12 months so the error of taking into account only the date of the last day of work and not the 12 months caused my file to be rejected. incompetence in all its splendor but how could the tool have handled my file so faced with such behavior I see myself obliged to contact the ACPR and more thereafter to the wise,disappointed off-mission work stoppage legal portability processing file real disaster fact compiled told document missing file complete document missing short see one suffer kind inconvenience makes angry file rejected insufficient age read one day taken account big one error part mission last employer information documents sent particular employment center certificate last employer details among things daily contracts number hours worked last error taking account date last day work caused file rejected incompetence splendor could tool handled file faced behavior see obliged contact acpr thereafter wise
,chdr-79853,Ag2r La Mondiale,prevoyance,test,09/10/2019,01/10/2019,389,indemnités journalières d'arrêt de travail en 2018 versées en 2019 avec 1 mois de retard donc retenue à la source des impôts calculés sur une base forfaitaire tiré d'un chapeau prix exorbitants conseil proche du zéro absolu j'envisage d'ailleurs éventuellement d'attaquer pour défaut de conseil j'ai mon complément retraite chez eux et je commence à flipper sérieusement,daily compensation for sick leave in 2018 paid in 2019 1 month late therefore withholding tax calculated on a flat rate basis drawn from a hat exorbitant prices advice close to absolute zero I am also considering possibly suing for lack of advice I have my retirement supplement from them and I am starting to seriously freak out,daily compensation sick leave 2018 paid 2019 month late therefore withholding tax calculated flat rate basis drawn hat exorbitant prices advice close absolute zero also considering possibly suing lack advice retirement supplement starting seriously freak
,estelle-79025,Ag2r La Mondiale,prevoyance,test,07/09/2019,01/09/2019,219,service client très mauvais cela fait 6 mois que l' de prestations on me demande de remplir des formulaires de demandes de prestations le dossier est ok d'après la gestionnaire mais toujours aucun paiement à fuir,very bad customer service it has been 6 months since the services I have been asked to fill out request forms for services the file is ok according to the manager but still no payment to escape,bad services asked fill request forms services file according manager payment escape
,nestine-78474,Ag2r La Mondiale,prevoyance,test,16/08/2019,01/08/2019,148,bonjour cela fait 4 mois que mon mari attends de savoir combien vas t il avoir de rente avec son invalidité gros problème d argent on s en sort plut,hello it's been 4 months that my husband has been waiting to know how much pension he will have with his disability big money problem we're getting by pretty well,hello husband waiting know much pension disability big money problem getting pretty well
,goulven22-77886,Ag2r La Mondiale,prevoyance,test,24/07/2019,01/07/2019,506,une horreur une honte tout est fait pour ne pas vous donner ce qu il vous est du plus de 2 mois que j attends des remboursements et on me dit a chaque fois que ce sont les délais et pire après tout ce temps on me dit de me faire expertiser par un médecin a 6o km de chez moi alors que je ne peux pas conduire car je me suis fait opérer de l épaule il y a 2 semaines ras le bol a éviter absolument même mettre un commentaire est une galère car il faut au uns caractères spéciaux minable,a horror a shame everything is done not to give you what it is for more than 2 months that I am waiting for reimbursements and I am told each time that these are the deadlines and worse after all this time I am told to have an assessment by a doctor 6o km from home while I cannot drive because I had shoulder surgery 2 weeks ago fed up to avoid absolutely even putting a comment is a hassle because it requires some lousy special characters,horror shame everything done give waiting reimbursements told deadlines worse told assessment doctor home cannot drive shoulder surgery weeks ago fed avoid absolutely putting comment hassle requires lousy special characters
,yas92-76428,Ag2r La Mondiale,prevoyance,test,03/06/2019,01/06/2019,385,délai de paiement inadmissible je suis en arrêt longue maladie j'attends le paiement de l'ag2r depuis 5 mois maintenant c'est honteux de profiter de la faiblesse de personne malade et du coup les mettre en situation de précarité en ne réglant pas les sommes dues je paye une cotisation pour une assurance prévoyance et je n'en vois pas la couleur maintenant que j'en ai besoin,unacceptable payment delay I am on long sick leave I have been waiting for payment of the ag2r for 5 months now it is shameful to take advantage of the weakness of a sick person and therefore put them in a precarious situation by not paying the amounts due I pay a contribution for provident insurance and I do not see the color of it now that I need it,unacceptable payment delay long sick leave waiting payment ag2r shameful take advantage weakness sick person therefore put precarious situation paying amounts due pay contribution provident see color need
,saboy-76395,Ag2r La Mondiale,prevoyance,test,01/06/2019,01/06/2019,153,prevoyance inutile qui se permet de contester le diagnostique du médecin conseil de la sécurité sociale afin de vous déclasser de catégorie invalidité,useless foresight which allows itself to contest the diagnosis of the social security medical adviser in order to downgrade you from the disability category,useless foresight allows contest diagnosis social security medical adviser order downgrade disability category
,melvin400-75739,Ag2r La Mondiale,prevoyance,test,09/05/2019,01/05/2019,163,4 mois d'attente pour un arrêt hors mission 3 réclamation toujours rien juste des dates de délais qui ne sont jamais respecté attente trop longue incompréhensible,4 months of waiting for a stop outside of mission 3 complaints still nothing just deadline dates which are never respected waiting too long incomprehensible,waiting stop outside mission complaints nothing deadline dates never respected waiting long incomprehensible
,odeline-75362,Ag2r La Mondiale,prevoyance,test,25/04/2019,01/04/2019,268,beaucoup de problème avec la prévoyance je ne perçois pas mon complément de salaire malgré les courriers recommandés de mon employeur je suis en arrêt maladie et en plus je dois gérer les problèmes financiers car ag2r ne respecte pas ses engagements c'est honteux,a lot of problems with pension provision I do not receive my salary supplement despite registered letters from my employer I am on sick leave and in addition I have to manage financial problems because ag2r does not respect its commitments it is shameful,lot problems pension provision receive salary supplement despite registered letters employer sick leave addition manage financial problems ag2r respect commitments shameful
,dada59-75060,Ag2r La Mondiale,prevoyance,test,14/04/2019,01/04/2019,265,bonjour voila je suis déclarée en maladie professionnel depuis le 3 juillet 18 depuis cette date je n'ai reçu aucune indemnités 9 mois sans indemnités je trouve ça inadmissible malgré plusieurs appels mais courriers toujours en attente de mes indemnités,"hello there I have been declared professionally ill since July 3, 18 since this date I have not received any compensation 9 months without compensation I find this unacceptable despite several calls but letters still waiting for my compensation",hello declared professionally ill july date received compensation compensation find unacceptable despite several calls letters waiting compensation
,titia032-74680,Ag2r La Mondiale,prevoyance,test,02/04/2019,01/04/2019,1195,je viens comme bon nombre d assurés apporter mon témoignage je fais parti de ces gens qui se font prélever en temps et en heure la cotisation prevoyance d ag2r et comme beaucoup nous ne souhaitons jamais tomber en maladie ou autre car là commence l aventure après mettre battu plus d un mois pour que mes premières indemnités me soient versées vous pas de bol y avais un but informatique ça arrive 2 fois dans l année m a t on dit il était pour moi bref tout se déroule parfaitement et là rebelle je ne reçois plus rien de leur part depuis un mois ils accusent la clam ce qui a bien fait rire ces derniers donc je rappelle ag2r et les précise que cela vient bien de chez eux et bien on me dit autre chose comme quoi ils ne savent pas d où vient le problème et qu ils font remonter la réclamation une fois de plus soit 2 réclamations en 1 semaine ils ont bien reçu mes mais qui seront traité entre 4 et 6 semaines ça aussi la clam a bien été surprise alors on appelle un centre d appel qui s en fou royalement car la fille ne fait juste que transmettre la réclamation à un autre service bref j attends la suite car la semaine prochaine je les rappelle,"I come, like many policyholders, to bring my testimony. I am one of those people who have the ag2r pension contribution deducted on time and like many, we never want to fall ill or otherwise because that is where the adventure begins. After spending more than a month for my first compensation to be paid to me, you are out of luck, there was a computer purpose, it happens twice in the year, I was told, for me, in short, everything is going perfectly and now, rebel, I no longer receive anything from them. for a month they have been accusing the clam which made them laugh so I called ag2r back and told them that it really came from them and well they told me something else to the effect that they don't know where the problem comes from and that they are bringing up the complaint once again, that is 2 complaints in 1 week they have received my but which will be processed between 4 and 6 weeks that too the clam was really surprised so we call a call center which doesn't really care because the girl is just transmitting the complaint to another service in short I am waiting for the rest because next week I will call them back",come like many policyholders bring testimony one people ag2r pension contribution deducted like many never want fall ill otherwise adventure begins spending month first compensation paid luck computer purpose happens twice year told short everything going perfectly rebel longer receive anything month accusing clam made laugh called ag2r back told really came well told something else effect know problem comes bringing complaint complaints week received processed weeks clam really surprised call call center really care girl transmitting complaint another short waiting rest next week call back
,kiki69-574,Ag2r La Mondiale,prevoyance,test,19/03/2019,01/03/2019,576,bonjour en invalidité catégorie 1 depuis des années je recevais une rente mensuelle et depuis le 01 10 2018 je suis passé en catégorie 2 et je ne touche plus rien j'ai téléphoné et me disent votre dossier est en traitement aujourd'hui nous traitons les dossier du 7 02 j attend deux semaines je rappelle et ont me dis aujourd'hui nous traitons les dossier du 07 02 si je fait un calcul mon dossier sera traiter dans 9 mois il s'agit d'une prévoyance entreprise et mon dru les appelé aussi et pour le moment ils pourraient me payer ma première invalidité trop trop long,hello in category 1 disability for years I received a monthly pension and since 01 10 2018 I moved to category 2 and I no longer receive anything I called and told me your file is being processed today we are processing the files from 7 02 I wait two weeks I call back and they tell me today we are processing the files from 07 02 if I make a calculation my file will be processed in 9 months it is from a company pension and my Dru also called them and for the moment they could pay me for my first disability too too long,hello category disability received monthly pension 2018 moved category longer receive anything called told file processed today processing files wait two weeks call back tell today processing files make calculation file processed company pension dru also called moment could pay first disability long
,mibrile-71090,Ag2r La Mondiale,prevoyance,test,08/02/2019,01/02/2019,808,je suis en arrêt maladie depuis le 8 octobre 2018 a ce jour ag2r ne m'a versé aucune indemnité complémentaire de salaire auxquelles je peux prétendre dans le cadre de la portabilité je suis inscrite à pôle emploi depuis le mer septembre 2018 mon employeur a envoyé le dossier pour la portabilité début novembre malgré de nombreuses relances téléphoniques on me répond inlassablement que mon dossier est en cours d'instruction j'ai renvoyé début janvier un dossier qui m'a été demandé en complément d'information et je les ai appelé 2 fois depuis en n'obtenant aucun délai de versement des indemnités j'ai cotisé pendant 40 ans pour la prévoyance et mon employeur a toujours été à jour des paiements donc je trouve inadmissible le délai de traitement de mon dossier et l'absence d'information,"I have been on sick leave since October 8, 2018 to date ag2r has not paid me any additional salary compensation to which I can claim within the framework of portability I have been registered with Pôle emploi since September Wed, 2018 my employer sent the file for portability at the beginning of November despite numerous telephone reminders I am tirelessly answered that my file is under investigation I sent back at the beginning of January a file which was requested from me for additional information and I I have called twice since then and have received no deadline for payment of compensation. I have contributed for 40 years for welfare and my employer has always been up to date with payments, so I find the delay in processing my file and the lack of information unacceptable.",sick leave october 2018 date ag2r paid additional salary compensation claim within framework portability registered emploi september wed 2018 employer sent file portability beginning november despite numerous telephone reminders tirelessly answered file investigation sent back beginning january file requested additional information called twice received deadline payment compensation contributed welfare employer always date payments find delay processing file lack information unacceptable
