note,auteur,avis,assureur,produit,type,date_publication,date_exp,avis_en,longueur_avis,avis_clean,avis_corrected,avis_en_clean
,dk95-114666,"Encaissé c'est bien mais indemnisé c'est mieux.
Sur le contrat indemnités versés sous 7 jours la réalité est tout autre.
Réclamation de papier incessant et souvent identiques à la précédente demande et demande même des informations qui n'ont rien à voir avec la pathologie actuelle et à une date ultérieure incompréhensible.Jattend toujours le courrier du médecin conseil d'allianz et je doute fort de ne jamais le recevoir ils ont tout eu c'est tout simplement pour ne pas payer mais j'ai plusieurs contrats chez eux (habitation,voiture...) je vais procéder à leur résiliation prochainement je ne suis pas une vache à lait!",Allianz,prevoyance,test,24/05/2021,01/05/2021,"Cashed it's good but compensated is better.
On the compensation contract paid within 7 days the reality is quite different.
Requirement of incessant paper and often identical to the previous request and even requests information that has nothing to do with current pathology and on an incomprehensible later date. Never receive it they have everything has just been to pay but I have several contracts with them (home, car ...) I will carry out their termination soon I am not a milk cow!",624,encaissé c'est bien mais indemnisé c'est mieux sur le contrat indemnités versés sous 7 jours la réalité est tout autre réclamation de papier incessant et souvent identiques à la précédente demande et demande même des informations qui n'ont rien à voir avec la pathologie actuelle et à une date ultérieure incompréhensible jattend toujours le courrier du médecin conseil d'allianz et je doute fort de ne jamais le recevoir ils ont tout eu c'est tout simplement pour ne pas payer mais j'ai plusieurs contrats chez eux habitation voiture je vais procéder à leur résiliation prochainement je ne suis pas une vache à lait,encaissé c'est bien mais indemnisé c'est mieux sur le contrat indemnités versés sous 7 jours la réalité est tout autre réclamation de papier incessant et souvent identiques à la précédente demande et demande même des informations qui n'ont rien à voir avec la pathologie actuelle et à une date ultérieure incompréhensible attend toujours le courrier du médecin conseil d'allianz et je doute fort de ne jamais le recevoir ils ont tout eu c'est tout simplement pour ne pas payer mais j'ai plusieurs contrats chez eux habitation voiture je vais procéder à leur résiliation prochainement je ne suis pas une vache à lait,cashed is good but compensated is better on the contract compensation paid within 7 days the reality is quite another incessant paper claim and often identical to the previous request and even asks for information which has nothing to do with the current pathology and at an incomprehensible later date still waiting for the letter from the Allianz medical advisor and I very much doubt I will never receive it they have had everything it is quite simply for not paying but I have several contracts with them home car I will proceed with their termination soon I am not a cash cow
,noel-derolez-113649,Voici plus de 2 mois et demi que j'ai résilié mon contrat obsèques dès la réception de ce courrier SMS suivi d'un courrier pour indiquer règlement sera effectué sur mon compte dans quelques jours au bout de 2 mois je n'ai toujours rien reçu je l'ai fait part à mon agent un mois et demi toujours rien c'est du foutage de  du monde j'ai eu le même problème de remboursement avec un un sinristre demande véhicule une valeur de 750 € qui m'ont été versé que 4 mois après l'incident conclusion alliance n'est pas la meilleure assurance pour nous faire les règlements mais surtout une assurance pour vous débuter dès la souscription effectuée j'ai encore trois contrat chez eux qui seront résilier car je n'imagine même pas en cas d'accident maladie où est incendie ou de véhicule le temps qu'ils vont devoir prendrel a faire le  règlement,Allianz,prevoyance,test,14/05/2021,01/05/2021,Here are more than 2 and a half months that I terminated my funeral contract upon receipt of this SMS mail followed by a letter to indicate payment will be carried out on my account in a few days after 2 months I have still received nothing I told my agent for a month and a half still nothing is a foutage of the world I had the same reimbursement problem with a claim requires vehicle a value of € 750 which was paid to me as 4 months after the incident conclusion alliance is not the best insurance to make us the regulations but above all insurance to start you as soon as the subscription carried out I still have three contracts with them which will be terminated because I do not even imagine in case of sick accident where is fire or vehicle while they will have to take the settlement,834,voici plus de 2 mois et demi que j'ai résilié mon contrat obsèques dès la réception de ce courrier sms suivi d'un courrier pour indiquer règlement sera effectué sur mon compte dans quelques jours au bout de 2 mois je n'ai toujours rien reçu je l'ai fait part à mon agent un mois et demi toujours rien c'est du foutage de du monde j'ai eu le même problème de remboursement avec un un sinristre demande véhicule une valeur de 750 qui m'ont été versé que 4 mois après l'incident conclusion alliance n'est pas la meilleure assurance pour nous faire les règlements mais surtout une assurance pour vous débuter dès la souscription effectuée j'ai encore trois contrat chez eux qui seront résilier car je n'imagine même pas en cas d'accident maladie où est incendie ou de véhicule le temps qu'ils vont devoir prendrel a faire le règlement,voici plus de 2 mois et demi que j'ai résilié mon contrat obsèques dès la réception de ce courrier ses suivi d'un courrier pour indiquer règlement sera effectué sur mon compte dans quelques jours au bout de 2 mois je n'ai toujours rien reçu je l'ai fait part à mon agent un mois et demi toujours rien c'est du routage de du monde j'ai eu le même problème de remboursement avec un un sinistre demande véhicule une valeur de 750 qui m'ont été versé que 4 mois après l'incident conclusion alliance n'est pas la meilleure assurance pour nous faire les règlements mais surtout une assurance pour vous débuter dès la souscription effectuée j'ai encore trois contrat chez eux qui seront résilier car je n'imagine même pas en cas d'accident maladie où est incendie ou de véhicule le temps qu'ils vont devoir prendre a faire le règlement,"It's been more than 2 and a half months since I canceled my funeral contract upon receipt of this letter, followed by a letter to indicate payment will be made to my account in a few days. After 2 months I still haven't received anything. I told my agent a month and a half and still nothing, it's a matter of routing people. I had the same reimbursement problem with a vehicle claim worth 750 which was paid to me only 4 months later. the incident conclusion alliance is not the best insurance for us to make the payments but above all an insurance to start you as soon as the subscription is made I still have three contracts with them which will be canceled because I cannot even imagine in the event of an accident, illness or fire or vehicle the time they will have to take to make the payment"
,isabelle--104060,"L'adhésion de mon contrat en agence rapide mais le reste suis pas. Remboursement mutuel beaucoup trop long, je ne recommande pas cette mutuel j'aurais dû regarder les commentaires avant. ",Allianz,prevoyance,test,12/02/2021,01/02/2021,"The membership of my fast agency contract but the rest am not. Mutual refund far too long, I do not recommend this mutual I should have looked at the comments before.",187,l'adhésion de mon contrat en agence rapide mais le reste suis pas remboursement mutuel beaucoup trop long je ne recommande pas cette mutuel j'aurais dû regarder les commentaires avant,l'adhésion de mon contrat en agence rapide mais le reste suis pas remboursement mutuel beaucoup trop long je ne recommande pas cette mutuel j'aurais dû regarder les commentaires avant,the adhesion of my contract in agency quickly but the rest am not mutual reimbursement much too long I do not recommend this mutual I should have looked at the comments before
,lili-100235,Aucun professionnalisme rdv avec médecin conseil a 250 kilomètre de chez moi 3 semaine sans réponse pour au finale me dire c’est le médecin mandaté par allianz qui décide de me transmettre à un collègue à côté de chez moi ou pas !!!!! Responsable jamais sur site en revanche c’est les petits mains qui transmettent !?pas 1 e pour faire ces 250 kilo pas de moyen de transport !!!!!!!! Allianz existe à 20 km en cette période compliqué pourquoi faire simple Vraiment je déconseille cette assurance prévoyance et je ferai le nécessaire pour soulevé ce problème ,Allianz,prevoyance,test,18/11/2020,01/11/2020,"No appointment with an appointment with doctor at 250 kilometer from my home 3 week without response to tell me it is the doctor mandated by Allianz who decides to transmit to a colleague next to my home or not !!!!! Manager never on site, however, it is the small hands that transmit!? Not 1 th to do these 250 kilo no means of transport !!!!!!!! Allianz exists at 20 km in this complicated period why make it simple really I do not recommend this provident insurance and I will do what is necessary to raise this problem",558,aucun professionnalisme rdv avec médecin conseil a 250 kilomètre de chez moi 3 semaine sans réponse pour au finale me dire c'est le médecin mandaté par allianz qui décide de me transmettre à un collègue à côté de chez moi ou pas responsable jamais sur site en revanche c'est les petits mains qui transmettent pas 1 e pour faire ces 250 kilo pas de moyen de transport allianz existe à 20 km en cette période compliqué pourquoi faire simple vraiment je déconseille cette assurance prévoyance et je ferai le nécessaire pour soulevé ce problème,aucun professionnalisme de avec médecin conseil a 250 kilomètre de chez moi 3 semaine sans réponse pour au finale me dire c'est le médecin mandaté par allianz qui décide de me transmettre à un collègue à côté de chez moi ou pas responsable jamais sur site en revanche c'est les petits mains qui transmettent pas 1 e pour faire ces 250 kilo pas de moyen de transport allianz existe à 20 km en cette période compliqué pourquoi faire simple vraiment je déconseille cette assurance prévoyance et je ferai le nécessaire pour soulevé ce problème,no professionalism with consulting doctor 250 kilometers from my home 3 weeks without response for in the end tell me it is the doctor mandated by allianz who decides to send me to a colleague near my home or not responsible never on site on the other hand it is the little hands who do not transmit 1 e to do these 250 kilo no means of transport allianz exists 20 km away in this complicated period why keep it simple really I do not recommend this provident insurance and I will do what is necessary to raised this problem
,kenny-59385,"Pour qui nous prends t'on ? Après un grand arrêt de travail plusieurs fois les paiements de prévoyance en retard de plusieurs mois , du coup rejet de chèques et une banque qui se gave ! Obligé de pleurer ici et la pour peut-être avoir ce que l'on vous dois . Faire la charité chez soi , c'est pathétique ! Je vais être en incapacité totale et cela me fais peur car c'est allianz qui devrais me régler la "" rente d'invalidité ""  ... Fuyez , ici rien n'est pris au sérieux !!!",Allianz,prevoyance,test,13/10/2020,01/10/2020,"Who do we take? After a big work stoppage several times the provident payments late for several months, suddenly rejection of checks and a bank that is stuffed! Obliged to cry here and perhaps there to have what we owe you. Doing charity at home is pathetic! I will be in total incapacity and it scares me because it is Allianz who should settle the ""disability pension"" ... Flee, here nothing is taken seriously !!!",474,pour qui nous prends t'on après un grand arrêt de travail plusieurs fois les paiements de prévoyance en retard de plusieurs mois du coup rejet de chèques et une banque qui se gave obligé de pleurer ici et la pour peut-être avoir ce que l'on vous dois faire la charité chez soi c'est pathétique je vais être en incapacité totale et cela me fais peur car c'est allianz qui devrais me régler la rente d'invalidité fuyez ici rien n'est pris au sérieux,pour qui nous prends t'on après un grand arrêt de travail plusieurs fois les paiements de prévoyance en retard de plusieurs mois du coup rejet de chèques et une banque qui se gave obligé de pleurer ici et la pour peut-être avoir ce que l'on vous dois faire la charité chez soi c'est pathétique je vais être en incapacité totale et cela me fais peur car c'est allianz qui devrais me régler la rente d'invalidité fuyez ici rien n'est pris au sérieux,who do we think we are after a long work stoppage several times the pension payments late by several months as a result bounced checks and a bank that is gorging obliged to cry here and there to perhaps have what we owe you to do charity at home it's pathetic I'm going to be totally incapacitated and that scares me because it's allianz who should pay me the disability pension flee here nothing is taken seriously
,la-fille--96232,"Une très bonne assurance  .... je suis très satisfaite  .. depuis plusieurs années pour ma maman qui était chez vous depuis plus de 40 ans bravo 





",Allianz,prevoyance,test,12/08/2020,01/08/2020,"A very good insurance .... I have been very satisfied .. for several years for my mom who had been at home for over 40 years Bravo





",151,une très bonne assurance je suis très satisfaite depuis plusieurs années pour ma maman qui était chez vous depuis plus de 40 ans bravo,une très bonne assurance je suis très satisfaite depuis plusieurs années pour ma maman qui était chez vous depuis plus de 40 ans bravo,very good insurance I have been very satisfied for several years for my mother who was with you for over 40 years well done
,leguite-93577,"Travailleur non salarié indépendant , j'ai souscrit leur contrat , j'ai eu un accident ,je ne peu plus travailler , mon entreprise sort aucun CA , allianz a mon accident de travail depuis 3 semaines et me fait galérer , Nous sommes désolé mais nous mettons 40 jours pour étudier les dossiers ... comment je rempli mon frigo ? A pour Cécile d'Allianz , évitez de faire du copié collé ça commence à ce voir ",Allianz,prevoyance,test,09/07/2020,01/07/2020,"A self -employed worker, I signed their contract, I had an accident, I can't work anymore, my company has been going out, Allianz has my work accident for 3 weeks and makes me struggle, we are sorry but we Let's take 40 days to study the files ... How do I fill out my fridge? Has for Cécile d'Allianz, avoid doing copied glued it starts to see this",405,travailleur non salarié indépendant j'ai souscrit leur contrat j'ai eu un accident je ne peu plus travailler mon entreprise sort aucun ca allianz a mon accident de travail depuis 3 semaines et me fait galérer nous sommes désolé mais nous mettons 40 jours pour étudier les dossiers comment je rempli mon frigo a pour cécile d'allianz évitez de faire du copié collé ça commence à ce voir,travailleur non salarié indépendant j'ai souscrit leur contrat j'ai eu un accident je ne peu plus travailler mon entreprise sort aucun ca allianz a mon accident de travail depuis 3 semaines et me fait galéjer nous sommes désolé mais nous mettons 40 jours pour étudier les dossiers comment je rempli mon frigo a pour facile d'allianz évitez de faire du copié collé ça commence à ce voir,self-employed self-employed worker I signed up for their contract I had an accident I can no longer work my company comes out none allianz has had my work accident for 3 weeks and is making me hassle we are sorry but we are taking 40 days to study the files how I filled my fridge it is easy to allianz avoid copying and pasting it is starting to show
,jm-91796,"Le paiement des indemnités journalières par le service Indemnisation Prévoyance est déplorable: 3 mois d'attente pour demander le paiement, 5 mails de rappels, 32 appels téléphoniques, 1 mise en demeure en recommandé + AR: le service reste sourd à mes demandes depuis 3 mois alors qu'il me doit 91 jours d'indemnités. Pire encore : les mails ne sont même pas ouverts par le destinataire qui ne lit les pas !",Allianz,prevoyance,test,22/06/2020,01/06/2020,"The payment of daily allowances by the provident compensation service is deplorable: 3 months of waiting to request payment, 5 email of reminders, 32 telephone calls, 1 notice by registered mail + AR: the service remains deaf to my requests for 3 months when he owes me 91 days of compensation. Worse still: emails are not even opened by the recipient who does not read the not!",407,le paiement des indemnités journalières par le service indemnisation prévoyance est déplorable 3 mois d'attente pour demander le paiement 5 mails de rappels 32 appels téléphoniques 1 mise en demeure en recommandé ar le service reste sourd à mes demandes depuis 3 mois alors qu'il me doit 91 jours d'indemnités pire encore les mails ne sont même pas ouverts par le destinataire qui ne lit les pas,le paiement des indemnités journalières par le service indemnisation prévoyance est déplorable 3 mois d'attente pour demander le paiement 5 mais de rappels 32 appels téléphoniques 1 mise en demeure en recommandé ar le service reste sourd à mes demandes depuis 3 mois alors qu'il me doit 91 jours d'indemnités pire encore les mais ne sont même pas ouverts par le destinataire qui ne lit les pas,the payment of daily allowances by the welfare compensation service is deplorable 3 months of waiting to request payment 5 but of reminders 32 telephone calls 1 formal notice by registered mail the service remains deaf to my requests for 3 months while it owes me 91 days of allowances worse still the but are not even opened by the recipient who does not read the steps
,il13600-89714,"Je souhaite témoigner de ce qui est arrivé à mon époux, artisan électricien atteint de la maladie de Parkinson : depuis janvier 2020, il n'est plus en capacité d'exercer sa profession et il est en arrêt de travail. Lorsqu'il a installé sa société, il y a 13 ans, il avait contracté une assurance prévoyance maladie et a donc naturellement adressé une demande d'indemnités journalières pour compenser sa perte de salaire. A notre stupéfaction Allianz refuse toute indemnisation en prétextant que les maladies neuro-dégénératives faisaient l'objet d'exclusion de notre contrat de prévoyance. Il semble que désormais ce type d'exclusion n'apparaisse pas dans les nouveaux contrats mais en 13 ans on ne nous a jamais alerté sur ce type d'exclusion et notre agent Allianz en était lui-même surpris. Cela démontre qu'il a difficilement pu nous conseiller correctement...Comment une maladie qui affecte 200000 personnes en France peut être exclue d'un contrat de prévoyance sans que l'assureur lui-même ne le sache? La maladie de Parkinson est traitée de la même façon qu'un accident dû à la pratique d'un sport à risque!!! Une telle discrimination est scandaleuse (cela s'apparente même à de la dissimulation d'information).",Allianz,prevoyance,test,18/05/2020,01/05/2020,"I wish to testify to what has happened to my husband, an electrician with Parkinson's disease: since January 2020, he is no longer able to exercise his profession and he is on work stoppage. When he installed his company 13 years ago, he had taken out sickness provident insurance and therefore naturally sent a request for daily allowances to compensate for his loss of wages. To our amazement Allianz refuses any compensation by pretending that neuro-degenerative diseases were the subject of exclusion from our pension contract. It seems that now this type of exclusion does not appear in new contracts but in 13 years we have never been alerted to this type of exclusion and our Allianz agent was himself surprised. This shows that he has difficulty advised us correctly ... How is a disease that affects 2,000,000 people in France can be excluded from a pension contract without the insurer himself knowing it? Parkinson's disease is treated in the same way as an accident due to the practice of a sport at risk !!! Such discrimination is scandalous (this is even similar to the concealment of information).",1218,je souhaite témoigner de ce qui est arrivé à mon époux artisan électricien atteint de la maladie de parkinson depuis janvier 2020 il n'est plus en capacité d'exercer sa profession et il est en arrêt de travail lorsqu'il a installé sa société il y a 13 ans il avait contracté une assurance prévoyance maladie et a donc naturellement adressé une demande d'indemnités journalières pour compenser sa perte de salaire a notre stupéfaction allianz refuse toute indemnisation en prétextant que les maladies neuro-dégénératives faisaient l'objet d'exclusion de notre contrat de prévoyance il semble que désormais ce type d'exclusion n'apparaisse pas dans les nouveaux contrats mais en 13 ans on ne nous a jamais alerté sur ce type d'exclusion et notre agent allianz en était lui-même surpris cela démontre qu'il a difficilement pu nous conseiller correctement comment une maladie qui affecte 200000 personnes en france peut être exclue d'un contrat de prévoyance sans que l'assureur lui-même ne le sache la maladie de parkinson est traitée de la même façon qu'un accident dû à la pratique d'un sport à risque une telle discrimination est scandaleuse cela s'apparente même à de la dissimulation d'information,je souhaite témoigner de ce qui est arrivé à mon époux artisan électricien atteint de la maladie de parkinson depuis janvier 2020 il n'est plus en capacité d'exercer sa profession et il est en arrêt de travail lorsqu'il a installé sa société il y a 13 ans il avait contracté une assurance prévoyance maladie et a donc naturellement adressé une demande d'indemnités journalières pour compenser sa perte de salaire a notre stupéfaction allianz refuse toute indemnisation en prétextant que les maladies neuro-dégénératives faisaient l'objet d'exclusion de notre contrat de prévoyance il semble que désormais ce type d'exclusion n'apparaisse pas dans les nouveaux contrats mais en 13 ans on ne nous a jamais alerté sur ce type d'exclusion et notre agent allianz en était lui-même surpris cela démontre qu'il a difficilement pu nous conseiller correctement comment une maladie qui affecte 200000 personnes en france peut être exclue d'un contrat de prévoyance sans que l'assureur lui-même ne le sache la maladie de parkinson est traitée de la même façon qu'un accident dû à la pratique d'un sport à risque une telle discrimination est scandaleuse cela s'apparente même à de la dissimulation d'information,"I would like to testify about what happened to my husband, an electrician, who has suffered from Parkinson's disease since January 2020. He is no longer able to practice his profession and he was on sick leave when he set up his company 13 years ago. He had taken out health insurance and therefore naturally sent a request for daily allowances to compensate for his loss of salary, to our amazement, Allianz refuses any compensation on the pretext that illnesses neuro-degenerative diseases were the subject of exclusion from our insurance contract it seems that now this type of exclusion does not appear in the new contracts but in 13 years we have never been alerted to this type of exclusion and our Allianz agent was himself surprised. This shows that he was difficult to advise us correctly how an illness which affects 200,000 people in France can be excluded from a insurance contract without the insurer itself you know, Parkinson's disease is treated in the same way as an accident due to the practice of a risky sport, such discrimination is scandalous, it even resembles the concealment of information"
,steph83-89695,"Tns j'ai un contrat prévoyance depuis plus de 13 ans maintenant que je paie 300euros par mois avec une franchise de 30 jours en cas de maladie...considéré personne à risques accrus de développer une forme sévère du covid19  mon médecin m'a mis en arrêt maladie, indemnisé par la sécu j'étais persuadé avoir droit à des indemnités journalières de la part d'Allianz  mais au bout de 2mois le verdict tombe...je ne toucherai rien. Incroyable !!! Je n'en reviens toujours pas.  Aucune solidarité ils ne sont bons que pour encaisser les cotisations.  Je vais être contraint de reprendre le travail puisque je n'ai pas le choix sauf à manger des cailloux.  Je suis plus qu'anéanti, c'est selon mois de la non non-assistance à personne en danger. ",Allianz,prevoyance,test,17/05/2020,01/05/2020,"TNS I have a pension contract for more than 13 years now that I pay 300 euros per month with a 30 -day deductible in the event of illness ... Considered person at risk increased to develop a severe form of the COVID19 my doctor put me On sick leave, compensated by the security I was convinced to be entitled to daily allowances from Allianz but after 2 months the verdict falls ... I will not touch anything. Unbelievable !!! I still can not believe it. No solidarity they are only good to collect contributions. I will be forced to go back to work since I have no choice except to eat pebbles. I am more than any year, it is depending on the month of non-assistance to anyone in danger.",740,tns j'ai un contrat prévoyance depuis plus de 13 ans maintenant que je paie 300euros par mois avec une franchise de 30 jours en cas de maladie considéré personne à risques accrus de développer une forme sévère du covid19 mon médecin m'a mis en arrêt maladie indemnisé par la sécu j'étais persuadé avoir droit à des indemnités journalières de la part d'allianz mais au bout de 2mois le verdict tombe je ne toucherai rien incroyable je n'en reviens toujours pas aucune solidarité ils ne sont bons que pour encaisser les cotisations je vais être contraint de reprendre le travail puisque je n'ai pas le choix sauf à manger des cailloux je suis plus qu'anéanti c'est selon mois de la non non-assistance à personne en danger,tes j'ai un contrat prévoyance depuis plus de 13 ans maintenant que je paie 300euros par mois avec une franchise de 30 jours en cas de maladie considéré personne à risques accrus de développer une forme sévère du covid19 mon médecin m'a mis en arrêt maladie indemnisé par la vécu j'étais persuadé avoir droit à des indemnités journalières de la part d'allianz mais au bout de mois le verdict tombe je ne toucherai rien incroyable je n'en reviens toujours pas aucune solidarité ils ne sont bons que pour encaisser les cotisations je vais être contraint de reprendre le travail puisque je n'ai pas le choix sauf à manger des cailloux je suis plus qu'anéanti c'est selon mois de la non non-assistance à personne en danger,yours I have had a welfare contract for more than 13 years now that I pay 300 euros per month with a 30-day deductible in the event of illness considered a person at increased risk of developing a severe form of covid19 my doctor put me on sick leave compensated by the experience I was convinced I was entitled to daily allowances from Allianz but at the end of the month the verdict falls I will not receive anything incredible I still can't believe it no solidarity they are not good that to collect the contributions I will be forced to return to work since I have no choice except to eat stones I am more than devastated it is according to month of non-non-assistance to person in danger
,thierry-89087,"Très insatisfaisant pour un contrat ""prévoyance"" qui ne ""prévoit"" rien en cas de confinement malgré un arrêt de travail pour garde d'enfant indemnisé par la sécu .... contrairement à d'autres compagnies qui font marcher les indemnités journalières. Je suis indépendant et je paye pourtant depuis des années. Baladé pendant 1 mois avec des réponses différentes en fonctions des interlocuteurs, pour finalement..... ne rien faire. Pas de mesures de réductions des cotisations pour les véhicules restés parqués pendant la pandémie.... C'est dans les moments difficiles que nous mesurons la fiabilité de nos partenaires..... ",Allianz,prevoyance,test,23/04/2020,01/04/2020,"Very unsatisfactory for a ""pension"" contract which ""provides"" nothing in the event of a containment despite a work stoppage for child care compensated by the security .... unlike other companies that make daily allowances work. I have been independent and I have been paying for years. Walk for 1 month with different answers depending on the interlocutors, to finally ..... do nothing. No measures to reduce contributions for vehicles that have remained parked during the pandemic .... It is in difficult times that we measure the reliability of our partners .....",621,très insatisfaisant pour un contrat prévoyance qui ne prévoit rien en cas de confinement malgré un arrêt de travail pour garde d'enfant indemnisé par la sécu contrairement à d'autres compagnies qui font marcher les indemnités journalières je suis indépendant et je paye pourtant depuis des années baladé pendant 1 mois avec des réponses différentes en fonctions des interlocuteurs pour finalement ne rien faire pas de mesures de réductions des cotisations pour les véhicules restés parqués pendant la pandémie c'est dans les moments difficiles que nous mesurons la fiabilité de nos partenaires,très insatisfaisant pour un contrat prévoyance qui ne prévoit rien en cas de confirment malgré un arrêt de travail pour garde d'enfant indemnisé par la vécu contrairement à d'autres compagnies qui font marcher les indemnités journalières je suis indépendant et je paye pourtant depuis des années balade pendant 1 mois avec des réponses différentes en fonctions des interlocuteurs pour finalement ne rien faire pas de mesures de réductions des cotisations pour les véhicules restés parqués pendant la anémie c'est dans les moments difficiles que nous mesurons la fiabilité de nos partenaires,very unsatisfactory for a welfare contract which does not provide anything in the event of confirmation despite a work stoppage for childcare compensated by experience unlike other companies which operate daily allowances I am independent and yet I have been paying for years ride for 1 month with different responses depending on the interlocutors to ultimately do nothing no measures to reduce contributions for vehicles left parked during the anemia it is in difficult times that we measure the reliability of our partners
,fabienne-88928,Je suis tombé malade j'ai  été hospitalisé et subit intervention chirurgicale.  L'employeur ne transmet pas la déclaration de sinistre . Au lieu de trouver une solution comme d'autres prévoyances le font allianz ne fait rien comme s'ils essayaient de ne rien avoir à verser. En plein confinement je n'ai meme pas de quoi me nourrir.  15 ans chez allianz et ils ne sont pas à vos cotés quand vous en avez besoin. Psychologiquement je n'arrive pas à remonter la pente et cela j'estime que c'est grandement à cause de leur inertie.  Au lieu d'avoir les moyens de se reconstruire et d'aller mieux leur absence de prise en charge vous enfonce un peu plus. Et je ne parle même pas du fait qu'ils ont mis 6 mois pour me rembourser mes frais mutuelle et que je me suis retrouver avec une mise en demeure d'un huissier pour mes deux hospitalisations alors que j'ai une mutuelle allianz prestige !!! Je suis à bout de nerf. je viens de payer un avocat pour faire un référé contre mon employeur qui me coute 2000 € pour obtenir la déclaration de sinistre et si ça se trouve ensuite allianz me dira que pour telle ou telle raison la prévoyance ne fonctionne pas alors qu'au téléphone tout le monde me confirme que j'ai des droits et qu'on me fera la rétroactivité. J'ai plus confiance maintenant,Allianz,prevoyance,test,16/04/2020,01/04/2020,"I fell ill I was hospitalized and undergoing surgery. The employer does not transmit the declaration of a claim. Instead of finding a solution like other providents do it Allianz does nothing as if they were trying to have nothing to pay. In full confinement I don't even have enough to eat. 15 years at Allianz and they are not by your side when you need it. Psychologically I cannot go up the slope and that I believe that it is greatly because of their inertia. Instead of having the means to rebuild yourself and to get their lack of care better drives you a little more. And I am not even talking about the fact that they took 6 months to reimburse me my mutual costs and that I found myself with a formal notice of a bailiff for my two hospitalizations when I have a mutual Allianz Prestige! !! I am at the end of my nerve. I just payed a lawyer to make a summary proceedings against my employer who costs me € 2,000 to obtain the declaration of a claim and if it is then Allianz will tell me that for such or such reason the provident does not work while on the phone everything The world confirms to me that I have rights and that I will be retroactivity. I have no more confidence now",1283,je suis tombé malade j'ai été hospitalisé et subit intervention chirurgicale l'employeur ne transmet pas la déclaration de sinistre au lieu de trouver une solution comme d'autres prévoyances le font allianz ne fait rien comme s'ils essayaient de ne rien avoir à verser en plein confinement je n'ai meme pas de quoi me nourrir 15 ans chez allianz et ils ne sont pas à vos cotés quand vous en avez besoin psychologiquement je n'arrive pas à remonter la pente et cela j'estime que c'est grandement à cause de leur inertie au lieu d'avoir les moyens de se reconstruire et d'aller mieux leur absence de prise en charge vous enfonce un peu plus et je ne parle même pas du fait qu'ils ont mis 6 mois pour me rembourser mes frais mutuelle et que je me suis retrouver avec une mise en demeure d'un huissier pour mes deux hospitalisations alors que j'ai une mutuelle allianz prestige je suis à bout de nerf je viens de payer un avocat pour faire un référé contre mon employeur qui me coute 2000 pour obtenir la déclaration de sinistre et si ça se trouve ensuite allianz me dira que pour telle ou telle raison la prévoyance ne fonctionne pas alors qu'au téléphone tout le monde me confirme que j'ai des droits et qu'on me fera la rétroactivité j'ai plus confiance maintenant,je suis tombé malade j'ai été hospitalisé et subit intervention chirurgicale l'employeur ne transmet pas la déclaration de sinistre au lieu de trouver une solution comme d'autres prévoyance le font allianz ne fait rien comme s'ils essayaient de ne rien avoir à verser en plein confirment je n'ai même pas de quoi me nourrir 15 ans chez allianz et ils ne sont pas à vos cotés quand vous en avez besoin psychologiquement je n'arrive pas à remonter la pente et cela j'estime que c'est grandement à cause de leur inertie au lieu d'avoir les moyens de se reconstruire et d'aller mieux leur absence de prise en charge vous enfonce un peu plus et je ne parle même pas du fait qu'ils ont mis 6 mois pour me rembourser mes frais mutuelle et que je me suis retrouver avec une mise en demeure d'un huissier pour mes deux hospitalisations alors que j'ai une mutuelle allianz prestige je suis à bout de nerf je viens de payer un avocat pour faire un référé contre mon employeur qui me coûte 2000 pour obtenir la déclaration de sinistre et si ça se trouve ensuite allianz me dira que pour telle ou telle raison la prévoyance ne fonctionne pas alors qu'au téléphone tout le monde me confirme que j'ai des droits et qu'on me fera la rétroactivité j'ai plus confiance maintenant,I fell ill I was hospitalized and underwent surgery the employer does not send the claim declaration instead of finding a solution like others do Allianz does nothing as if they were trying not to have to pay anything in full confirm I don't even have enough to feed myself 15 years at Allianz and they are not at your side when you need them psychologically I can't get back on track and that I believe is largely because of their inertia instead of having the means to rebuild themselves and get better their lack of support pushes you a little further and I'm not even talking about the fact that it took them 6 months to reimburse me for my mutual expenses and that I found myself with a formal notice from a bailiff for my two hospitalizations while I have Allianz prestige mutual insurance I am at the end of my nerves I have just paid a lawyer to make a summary judgment against my employer which costs me 2000 to obtain the declaration of claim and if it turns out then Allianz will tell me that for this or that reason the foresight does not work while on the phone everyone confirms to me that I have rights and that they will give me retroactivity I have more confidence now
